smiles,inchikey,Metadata_JCP2022,ChEMBL_ID,ABCB1,ABL1,ADRA1D,ADRA2B,ADRB2,CA12,CA2,CA9,CACNA1H,CDK2,CHRM1,CHRM3,CHRM4,CNR1,CYP1A2,CYP2C19,CYP2C9,CYP2D6,CYP3A4,DRD2,DRD3,DRD4,EGFR,ESR1,FLT1,HRH1,HTR1A,HTR2A,HTR2B,HTR2C,HTR6,KCNH2,KDR,LCK,MCL1,OPRK1,PPARG,PTGS1,SIGMAR1,SLC6A2,SLC6A4
Clc1ccccc1-c1nc(N2CCCC2)c2ccccc2n1,NGHYEEKKFIJXDP,JCP2022_058802,CHEMBL2449556,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O=S(=O)(c1cccc2cnccc12)[NH+]1CCC[NH2+]CC1,NGOGFTYYXHNFQH,JCP2022_058852,CHEMBL38380,,,,,,,,,,,,,,,0.0,0.0,0.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,
CCOC(=O)c1c(OCC)[nH]c2c1cc([O-])c1ccccc12,NGUJCLQFUIRSTR,JCP2022_058901,CHEMBL1567402,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,
O=C(NCc1ccco1)c1ccc2c(=O)n(-c3ccccc3)c(=S)[n-]c2c1,YRKCUUHSTHLDKL,JCP2022_058969,CHEMBL1343363,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,
COc1cc(N=c2nc(N=c3ccc4c([n-]3)NC(=O)C(C)(C)O4)c(F)c[n-]2)cc(OC)c1OC,SMIMTRSDXBNTRD,JCP2022_059004,CHEMBL475251,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,
COc1cc(OC)cc(-c2cc3c[n-]c(=N)nc3[n-]c2=NC(=O)NC(C)(C)C)c1,GQRQHBCRRBFAGR,JCP2022_059018,CHEMBL299763,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,
Cc1cc(C)n(-c2cc(N3CC[NH+](C)CC3)ccc2[N+](=O)[O-])n1,NHOSMDUPJTUDCU,JCP2022_059052,CHEMBL398482,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,
c1ccc(-n2cc(C[NH+]3CCN(c4ncccn4)CC3)cn2)cc1,NHYBCEUNQSZDRF,JCP2022_059112,CHEMBL209832,,,,,,,,,,,,,,,,,,,,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,
Nc1ccc(S(=O)(=O)N=c2cnc3ccccc3[n-]2)cc1,HRZBGILAHQBJAY,JCP2022_059125,CHEMBL1437847,,,,,,,,,,,,,,,0.0,0.0,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,
Cc1ncc(CO)c(C[NH3+])c1[O-],NHZMQXZHNVQTQA,JCP2022_059126,CHEMBL593019,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,
CCCC(CCC)C(=O)[O-],NIJJYAXOARWZEE,JCP2022_059194,CHEMBL109,,,0.0,0.0,0.0,,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0
COc1cccc(C(=O)[NH+]2N=C(c3cccc(OC)c3)CC2(O)C(F)(F)F)c1,NKRDQTJLILLQRY,JCP2022_059648,CHEMBL1481810,,,,,,,,,,,,,,,1.0,1.0,1.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,
Cc1cccc(C)c1NC(=O)COc1ccccc1C(=O)N=c1ccc(Br)c[n-]1,VROVASTWVFGSQM,JCP2022_059662,CHEMBL1319204,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,
Cc1ccc(-n2c(C)cc(C(=S)[NH+]3CCOCC3)c2C)cc1C,NKXGKGPZUANCIU,JCP2022_059677,CHEMBL1603445,,,,,,,,,,,,,,,0.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,
CCCNC(=O)c1ccc(-c2nc3ccccc3s2)s1,NLBAIDWNPBICRH,JCP2022_059703,CHEMBL1498999,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,
CCN(C(=O)COc1cc(=O)n(C)c2ccccc12)c1cccc(Cl)c1,NLKKWPGPZMARCK,JCP2022_059759,CHEMBL1742168,,,,,,,,,,,,,,,1.0,,1.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,
O=S1(=O)CC[NH+](CCc2cn(Cc3ccc(C(F)(F)F)cc3)c3ccccc23)CC1,NLMSSDNUQFNYRY,JCP2022_059780,CHEMBL1320042,,,,,,,,,,,,,,,1.0,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,
Cc1cc(C(C)(C)C)c([O-])c(C(C)(C)C)c1,NLZUEZXRPGMBCV,JCP2022_059885,CHEMBL146,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CC([NH2+]CCC(c1ccccc1)c1ccccc1)c1ccccc1,NMKSAYKQLCHXDK,JCP2022_059969,CHEMBL254832,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,,,,,,,,,
Cc1ccc(C)c(NC(=O)C2C3CCCC2C3c2ccccc2)c1,NMQYKJQTOYRUHG,JCP2022_060014,CHEMBL1589049,,,,,,,,,,,,,,,0.0,0.0,,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,
Cn1c(=O)cnn(CCCC[NH+]2CCN(c3ncccn3)CC2)c1=O,NMYAHEULKSYAPP,JCP2022_060063,CHEMBL2104230,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,
Clc1ccc(CCCOCCC[NH+]2CCCCC2)cc1,NNACHAUCXXVJSP,JCP2022_060079,CHEMBL462605,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,
CN=c1[n-]c(OCC(F)(F)F)nc(=NCCOC23CC4CC(CC(C4)C2)C3)[n-]1,HRQJTYRIOYWVAP,JCP2022_060096,CHEMBL1595929,,,,,,,,,,,,,,,,1.0,,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,
CC[NH+](CC)CC(=O)Nc1c(C)cccc1C,NNJVILVZKWQKPM,JCP2022_060129,CHEMBL79,,,0.0,0.0,0.0,,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0
CCc1cccc2c3c([nH]c12)C(CC)(CC(=O)[O-])OCC3,NNYBQONXHNTVIJ,JCP2022_060238,CHEMBL622,,,0.0,0.0,0.0,,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0
COc1cccc2c1OC1(CC[NH+](C)CC1)[NH+]1N=C(c3ccc(F)cc3)CC21,NOCOQTQWJUBFJX,JCP2022_060270,CHEMBL214594,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,
O=C(CCN[N-]C(=O)c1ccncc1)NCc1ccccc1,YFVULAYCMOMTCN,JCP2022_060311,CHEMBL1256841,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,
CCOC(=O)c1ccc(N=c2[n-]c(=O)c3cccnc3s2)cc1,PEKNDQWISCWEDL,JCP2022_060383,CHEMBL1544180,,,,,,,,,,,,,,,,,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,
CC(=O)c1ccc2c(c1)N(CCC[NH+](C)C)c1ccccc1S2,NOSIYYJFMPDDSA,JCP2022_060393,CHEMBL39560,,,,,,,,,,,,,,,1.0,0.0,0.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,
O=C(CC1SCCNC1=O)Nc1cccc(Cl)c1,NOVSTNSQVOXPFL,JCP2022_060416,CHEMBL1350056,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cc1cccc(C)c1-n1c(SCC(=O)NCc2ccco2)nc2ccccc2c1=O,NPJAOJPQUQPHJV,JCP2022_060503,CHEMBL1489981,,,,,,,,,,,,,,,0.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,
CCOC(=O)c1cncn1C(C)c1ccccc1,NPUKDXXFDDZOKR,JCP2022_060588,CHEMBL23731,,,,,,,,,,,,,,,1.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,
Cc1ccnc2c1NC(=O)c1cccnc1[NH+]2C1CC1,NQDJXKOVJZTUJA,JCP2022_060649,CHEMBL57,,,0.0,0.0,0.0,,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0
NOCC(=O)[O-],NQRKYASMKDDGHT,JCP2022_060742,CHEMBL347862,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,
COc1ccc(CN=c2[n-]c(N(CCO)CCO)nc3c2ncn3C(C)C)cc1,JYWKBNXPBMBIPD,JCP2022_060770,CHEMBL80713,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O=C1c2ccccc2S(=O)(=O)[NH+]1Cc1cccc(F)c1,NQZZUHFFKFLZGC,JCP2022_060796,CHEMBL3125546,,,,,,0.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cc1nc(C#Cc2cccnc2)cs1,NRBNGHCYDWUVLC,JCP2022_060810,CHEMBL292065,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
CCOC(=O)Cn1nc(Cc2ccccc2)c2ccccc2c1=O,NRKXYXVCYASMBK,JCP2022_060874,CHEMBL1350898,,,,,,,,,,,,,,,1.0,1.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,
CCCCCCCCOC(=O)c1cc([O-])c([O-])c([O-])c1,NRPKURNSADTHLJ,JCP2022_060905,CHEMBL277346,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,
Cc1c[nH]c2nccc(Oc3c(F)cc(N=c4cc(Cl)[n-]c(=N)[n-]4)cc3F)c12,LGYQQRYUMVWZHO,JCP2022_060934,CHEMBL1971943,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,0.0,,
CCC[NH+](CCC)C(=O)CSc1nc2ccccc2c(=O)n1CC1COc2ccccc2O1,NSFQBPSBLNGLQM,JCP2022_061014,CHEMBL1310543,,,,,,,,,,,,,,,,1.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,
COc1ncc(F)cc1CN=c1ccc(Cc2c[nH]c3ncc(C)cc23)c(F)[n-]1,SVWCKGLNKNQWAG,JCP2022_061067,CHEMBL3639728,,,,,,,,,,,,,,,,0.0,0.0,,0.0,,,,,,,,,,,,,,0.0,,,,,,,,
CC(=O)[N-]N1C(=O)c2ccc(Oc3cccc([N+](=O)[O-])c3)cc2C1=O,NTHPSDJLVXBITC,JCP2022_061244,CHEMBL1528942,,,,,,,,,,,,,,,0.0,1.0,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,
CC[NH+]1CCCC1CNC(=O)c1cc(S(=O)(=O)CC)c(N)cc1OC,NTJOBXMMWNYJFB,JCP2022_061257,CHEMBL243712,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,
[NH3+]CCc1c[n-]cn1,VNDJSQJCURHARK,JCP2022_061347,CHEMBL90,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,,,,,,,,,,,,,,,
Cc1ccc2[n-]c(SCC(=O)c3ccc4c(c3)OCO4)nc2c1,VQGOZFBRISCMQB,JCP2022_061398,CHEMBL1505689,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,
O=C(Nc1ccc2c(c1)nc1n2CC[NH+](C2CCCCC2)C1)c1ccco1,NUGDFQNHGFYHFK,JCP2022_061402,CHEMBL1487331,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,
N=c1cc[n-]cc1,FDYNUOKTHRTWEG,JCP2022_061437,CHEMBL284348,,,,,,,,,,,,,,,0.0,0.0,0.0,1.0,0.0,,,,,,,,,,,,,0.0,,,,,,,,,
[NH3+]CCNc1cccc2ccccc12,NULAJYZBOLVQPQ,JCP2022_061438,CHEMBL1214195,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCOC(=O)c1ccc([O-])cc1,NUVBSKCKDOMJSU,JCP2022_061504,CHEMBL15841,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,
O=S(=O)(c1ccc2nc(-c3ccco3)c(-c3ccco3)nc2c1)[NH+]1CCOCC1,NVCLDVCNHPRUPH,JCP2022_061560,CHEMBL1487660,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,
N=c1[n-]cnc2c1c(-c1cnc3[nH]ccc3c1)nn2C1CCCC1,OFFKOWSMZACXMF,JCP2022_061654,CHEMBL1081312,,1.0,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,
NS(=O)(=O)c1cc(C(=O)NCCOc2ccccc2)c(Cl)cc1Cl,NWBBFMWVZOTXRC,JCP2022_061718,CHEMBL1387347,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c1ccc(CN=c2[n-]cnc3[n-]cnc23)cc1,RGFZDADZNAWPSI,JCP2022_061722,CHEMBL228862,,,,,,,,,,,,,,,1.0,0.0,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,
O=C(CSc1nc(-c2ccccc2)cs1)N1CCc2ccccc21,NWPOPFMCLDSXNA,JCP2022_061823,CHEMBL1401813,,,,,,,,,,,,,,,1.0,1.0,1.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,
Cn1c(=O)c2c(ncn2CCO)n(C)c1=O,NWPRCRWQMGIBOT,JCP2022_061825,CHEMBL699,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,
Cc1ccccc1CC(C)(C)[NH2+]CC(O)c1ccc([O-])c2c1OCC(=O)N2,NWQXBEWHTDRJIP,JCP2022_061837,CHEMBL579394,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C[NH+](C)C(=O)CCc1nc(-c2ccc(C(C)(C)C)cc2)no1,NXHAXIRXWHSYTI,JCP2022_061977,CHEMBL1430579,,,,,,,,,,,,,,,1.0,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,
CCN1C(=O)C(O)(C2COC(C)(C)CC2=O)c2ccccc21,NYDHJNTXRCFZHV,JCP2022_062121,CHEMBL1400456,,,,,,,,,,,,,,,0.0,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,
CC1CC[NH+](S(=O)(=O)c2ccc(NC(=O)Cc3ccccc3)cc2)CC1,NYIDRMNVWWXQDA,JCP2022_062151,CHEMBL1568010,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CC(C)N[N-]C(=O)c1ccncc1,ZKLNXYMMZZGOHV,JCP2022_062174,CHEMBL92401,,,0.0,0.0,0.0,,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0
O=C(Oc1cc2oc(=O)cc(-c3ccccc3)c2cc1Cl)C1CCCCC1,NYSYYGNNPNJDSB,JCP2022_062222,CHEMBL1505071,,,,,,,,,,,,,,,1.0,1.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,
COc1ccc(Cl)cc1NC(=O)CN(c1ccccc1)S(=O)(=O)[NH+](C)C,NYWDDKADFABFJX,JCP2022_062246,CHEMBL1484848,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCOC(=O)[NH+]1CC[NH+](C(=O)CNS(=O)(=O)c2cccs2)CC1,NZFAGKXXWLWLKE,JCP2022_062310,CHEMBL1495011,,,,,,,,,,,,,,,0.0,1.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,
C[NH+]1CCC(=C2c3ccccc3Sc3ccccc32)CC1,NZLVRVYNQYGMAB,JCP2022_062356,CHEMBL152408,,,,,,,,,,,,,,,0.0,,0.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,
c1ccc(-c2[n-]nc3c2Cc2ccccc2-3)cc1,MFXZQXSGPHSIBO,JCP2022_062370,CHEMBL215971,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,
CC(C)(C)Sc1c(CC(C)(C)C(=O)[O-])n(Cc2ccc(Cl)cc2)c2ccc(OCc3ccc4ccccc4n3)cc12,NZOONKHCNQFYCI,JCP2022_062381,CHEMBL16596,,,,,,,,,,,,,,,,,0.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,
CCN=c1[n-]c(SCCOc2ccc(C)cc2)nc(=NC(C)C)[n-]1,YIDKIIARLLOEOD,JCP2022_062397,CHEMBL1361757,,,,,,,,,,,,,,,1.0,1.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,
CC(C[N+](C)(C)C)OC(N)=O,NZUPCNDJBJXXRF,JCP2022_062426,CHEMBL1482,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCCc1cc2c(cc1NC(=O)c1ccccc1C)OCO2,NZURDJWFOKUAKA,JCP2022_062427,CHEMBL1587467,,,,,,,,,,,,,,,1.0,1.0,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,
CC(=O)OC(C)C[N+](C)(C)C,NZWOPGCLSHLLPA,JCP2022_062438,CHEMBL978,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O=c1cc(-c2ccccc2)[n-]n1-c1ccc([N+](=O)[O-])cc1,XGGRGVQAMPONTJ,JCP2022_062475,CHEMBL3145111,,,,,,,,,,,,,,,1.0,1.0,1.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,
COc1ccc(C2(C(=O)[NH+]3CCC(n4nc(-c5ccccc5)oc4=O)CC3)CC2)cc1,OACFYNAMKUYTKD,JCP2022_062482,CHEMBL1729479,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
C[NH+]1CCN(c2nc(C3=C(c4c[nH]c5ccccc45)C(=O)NC3=O)c3ccccc3n2)CC1,OAVGBZOFDPFGPJ,JCP2022_062592,CHEMBL565612,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,
COc1c([O-])cc2occ(-c3ccc([O-])cc3)c(=O)c2c1[O-],OBBCRPUNCUPUOS,JCP2022_062646,CHEMBL242740,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,
O=C1c2ccccc2C(=O)[NH+]1CCCC[NH+]1CC[NH+](C(c2ccccc2)c2ccccc2)CC1,OBIIIJJDTMSOQS,JCP2022_062699,CHEMBL240377,,,,,,,,,,,,,,,,,,,,0.0,1.0,,,,,,,,,,,,,,,,,,,,
Cc1ccc(OCc2cc(C(=O)[NH+](C)Cc3cnn(-c4ccccc4C)c3)no2)cn1,OBLIWFIHUALZJM,JCP2022_062729,CHEMBL1327806,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cc1ccc(CNC(=O)Cc2csc(=Nc3[n-]c(=S)nc4ccccc34)[n-]2)cc1,XGDHPQMWWGOITP,JCP2022_062824,CHEMBL1384675,,,,,,,,,,,,,,,1.0,1.0,1.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,
c1ccc(-c2ccc(C(c3ccccc3)n3ccnc3)cc2)cc1,OCAPBUJLXMYKEJ,JCP2022_062849,CHEMBL277535,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,
O=C(NCCC1=CCCCC1)C1CCCN(c2nc3ccccc3o2)C1,OCCIFDIVOTVYEU,JCP2022_062862,CHEMBL1339054,,,,,,,,,,,,,,,,1.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,
C[NH+](C)Cc1c[nH]c2ccccc12,OCDGBSUVYYVKQZ,JCP2022_062867,CHEMBL254348,,,,,,,,,,,,,,,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
N=c1[n-]c(=S)[n-]c2c1C1(CCCC1)Cc1ccccc1-2,AFACRUWPDVFNAS,JCP2022_062899,CHEMBL1609472,,,,,,,,,,,,,,,1.0,,,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,
Cc1cc(Cl)ccc1Oc1ncnc2oc(-c3ccccc3)cc12,OCVUXRPCFYJURB,JCP2022_062990,CHEMBL1411662,,,,,,,,,,,,,,,1.0,1.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,
CC1(C)NC(Nc2cccc(Br)c2)=[NH+]C(N)=[NH+]1,ODCAEXNEGXTNBY,JCP2022_063033,CHEMBL582877,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,1.0,0.0,,,,,,,,,,
CCC1(C)Cc2ccccc2-c2[n-]c(=S)[n-]c(=O)c21,ODCHTCODQLEAGG,JCP2022_063036,CHEMBL1343308,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,
Cc1ccccc1N1CCN(c2ncnc3c2cnn3Cc2ccc(Cl)cc2)CC1,ODKPRIUYEYROGE,JCP2022_063091,CHEMBL1325250,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCOCCC[NH+]1C(=O)C[NH+](C2CCCCCC2)C(=O)C1c1ccc(OC)cc1,ODOMBKGLXQPIKD,JCP2022_063132,CHEMBL1569502,,,,,,,,,,,,,,,0.0,,,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,
COc1ccccc1C1=NOC(COc2ccc(Cl)c3cccnc23)C1,ODPBTEDVAPTAEU,JCP2022_063141,CHEMBL1349158,,,,,,,,,,,,,,,1.0,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,
Cc1cc(Cl)ccc1OCCCC(=O)[NH+]1CC[NH+](C)CC1,ODQDIFCIBWZDMI,JCP2022_063148,CHEMBL1712760,,,,,,,,,,,,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,
C[NH+](C)CCC=C1c2ccccc2COc2ccccc21,ODQWQRRAPPTVAG,JCP2022_063153,CHEMBL1628227,,,1.0,1.0,0.0,,0.0,,,,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,1.0,1.0,1.0,0.0,0.0,,0.0,,0.0,,0.0,0.0,1.0,1.0
O=C(Cc1ccccc1Cl)NC1CC[NH+](Cc2ccccc2)CC1,ODWSGOHOTGWABH,JCP2022_063190,CHEMBL76564,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,
CN(C)c1ccc(C(CNC(=O)c2ccc(F)cc2)c2c[nH]c3ccccc23)cc1,OEAIPUAHXPTHBA,JCP2022_063216,CHEMBL1408074,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,
O=C(c1ccc2c(=O)n(CC3CCCO3)c(=S)[n-]c2c1)[NH+]1CCN(c2ccccc2)CC1,IZMVMVMAZYWHTK,JCP2022_063303,CHEMBL1566244,,,,,,,,,,,,,,,0.0,1.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,
C[N+](C)(C)CCO,OEYIOHPDSNJKLS,JCP2022_063370,CHEMBL920,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,
CCOC(=O)c1ncn2c1C[NH+](C)C(=O)c1cc(F)ccc1-2,OFBIFZUFASYYRE,JCP2022_063388,CHEMBL407,,,0.0,0.0,0.0,,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0
O=c1[n-]cnc2[n-]ncc12,FUEBOPVIMOXHCV,JCP2022_063400,CHEMBL1467,,,0.0,0.0,0.0,,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0
CCCCCCc1nc2ccccc2c(=O)n1NC(=O)c1c([O-])c2c(n(CC(C)C)c1=O)CCCC2,OFCOQOUNYWWMDJ,JCP2022_063401,CHEMBL1379744,,,,,,,,,,,,,,,,1.0,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,
c1ccc(-c2nnc(SCCC3OCCCO3)o2)cc1,OFHWAPIIXDHHLK,JCP2022_063444,CHEMBL1572118,,,,,,,,,,,,,,,1.0,1.0,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,
O=C([O-])CCc1nc(-c2ccccc2)c(-c2ccccc2)o1,OFPXSFXSNFPTHF,JCP2022_063493,CHEMBL1071,,,0.0,0.0,0.0,,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0
O=C(CSc1ncnc2c1oc1ccccc12)c1cccs1,OFQHSVSIMICVEF,JCP2022_063497,CHEMBL1347130,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,
OC(CCC[NH+]1CCCCC1)(c1ccccc1)c1ccccc1,OGAKLTJNUQRZJU,JCP2022_063565,CHEMBL936,,,0.0,0.0,0.0,,0.0,,,,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,1.0,0.0,0.0
COc1ccccc1OCC[NH2+]CC(O)COc1cccc2[nH]c3ccccc3c12,OGHNVEJMJSYVRP,JCP2022_063613,CHEMBL723,1.0,,1.0,1.0,1.0,,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,1.0,0.0,0.0,,0.0,,0.0,,0.0,0.0,0.0,1.0
CCn1cc(C(=O)[O-])c(=O)c2cc(F)c(N3CC[NH2+]CC3)cc21,OGJPXUAPXNRGGI,JCP2022_063629,CHEMBL9,,,0.0,0.0,0.0,,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0
