smiles,inchikey,220_692,221_693,231_703,233_706,234_707,235_708,238_712,239_713,240_714,241_715,242_716,243_717,244_718,246_720,247_721,248_722,249_724,251_727,260_738,264_742,265_743,267_745,268_746,269_747,270_748,274_752,275_754,276_755,277_756,278_757,279_758,280_759
CN(C)CCCNC(=O)C[C@@H]1C=C[C@H](NC(=O)c2ccccc2F)[C@@H](CO)O1,XEUNAZXFOLKMJY,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cc1nn(Cc2c(F)c(F)c(F)c(F)c2F)c(C)c1NC(=O)c1ccc(COc2ccc(Cl)cc2Cl)o1,HMAOBYVPCGRUKK,,,0.0,,,,,0.0,,,,,,,,,,,,,1.0,,,1.0,0.0,0.0,0.0,,,,0.0,
CO[C@H]1CN(C)C(=O)c2ccc(NC(=O)C3CC3)cc2OC[C@H](C)N(C(=O)c2ccccn2)C[C@H]1C,ICZJHRYDJKYLQD,0.0,0.0,1.0,0.0,0.0,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CCC(=O)N1C[C@@H](C)[C@@H](OC)CN(C)C(=O)c2ccc(NC(=O)Nc3ccccc3)cc2OC[C@H]1C,XAICKZHKLVEFIU,0.0,0.0,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
COc1ccccc1C#Cc1cnc2c(c1)C(=O)N([C@@H](C)CO)C[C@H](C)[C@H](CN(C)C(=O)c1ccc3c(c1)OCO3)O2,MIOBFWIJYZOKSQ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,1.0,0.0,0.0,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
COc1cccc(CN2C[C@@H](C)[C@H](OC)CN(C)C(=O)c3ccc(NS(=O)(=O)c4cn(C)cn4)cc3OC[C@H]2C)c1,PBRMDHGSJWKIAR,0.0,0.0,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,,0.0,,,0.0,,0.0,0.0,0.0,,0.0,1.0,0.0,0.0,,0.0,,0.0,
O=C(C[C@@H]1C=C[C@H](NC(=O)c2cccc(F)c2)[C@H](CO)O1)Nc1nccs1,UCAVQNBXNWPRQF,0.0,0.0,0.0,0.0,0.0,,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C[C@@H](NC(=O)C[C@H]1C=C[C@@H](NC(=O)c2cccnc2)[C@H](CO)O1)c1ccccc1,OQCXBRWJDZLXCP,0.0,0.0,,0.0,0.0,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
COc1ccccc1NC(=O)N[C@H]1C=C[C@@H](CC(=O)N[C@H](C)c2ccccc2)O[C@H]1CO,WADXMENNSPGANR,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C[C@H](CO)N1C[C@H](C)[C@@H](CN(C)C(=O)Nc2ccc(C(F)(F)F)cc2)Oc2c(NC(=O)NC3CCCCC3)cccc2C1=O,DYMIOMKCTZAAFH,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
COCC(=O)N(C)C[C@H]1Oc2cc(C#Cc3cccnc3)ccc2S(=O)(=O)N([C@H](C)CO)C[C@H]1C,UDDMVFRUSJXUEW,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
O=C(Nc1ccccc1F)N[C@H]1CC[C@@H](CCNC(=O)C2CCCCC2)O[C@H]1CO,ABKGFAHRWOKBSI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
O=C(Nc1cc(F)ccc1F)N[C@H]1CC[C@H](CC(=O)N2CCc3ccccc3C2)O[C@H]1CO,BOSRLBMZBBTOKS,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CN(C)C(=O)C[C@@H]1C=C[C@@H](NC(=O)Nc2cccc(F)c2)[C@H](CO)O1,LEYGMNHWBOVNLD,0.0,0.0,,0.0,0.0,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C[C@H]1CN([C@@H](C)CO)C(=O)c2c(c3ccccc3n2C)-c2ccccc2CO[C@@H]1CN(C)C(=O)[C@@H](Cc1ccccc1)N(C)C,UJZHWGMAKJZUOC,,0.0,0.0,0.0,0.0,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C[C@H]1CN([C@@H](C)CO)S(=O)(=O)c2ccc(Br)cc2O[C@@H]1CN(C)C(=O)CCN1CCCCC1,QFNUSQGYMOISEO,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
C/C=C/c1cnc2c(c1)C(=O)N([C@H](C)CO)C[C@H](C)[C@H](CN(C)S(=O)(=O)c1cn(C)cn1)O2,KGPKEHLIXQTDQP,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
O=C(N[C@@H]1CC[C@@H](CCNS(=O)(=O)c2ccc(Cl)cc2)O[C@H]1CO)c1ccccn1,VBSGUKREVIUPDG,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
COc1ccc(C#Cc2cnc3c(c2)C(=O)N([C@H](C)CO)C[C@@H](C)[C@H](CN(C)C(=O)CC2CC2)O3)cc1,DPWYORMJDFEMPA,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C[C@@H]1CN([C@@H](C)CO)C(=O)c2c(c3ccccc3n2C)-c2ccccc2CO[C@H]1CN(C)S(=O)(=O)c1ccsc1,XFTZCOPLMXQWPM,,0.0,0.0,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C[C@H]1CN([C@@H](C)CO)C(=O)Cc2cc(NC(=O)Nc3ccccc3)ccc2O[C@H]1CN(C)S(=O)(=O)c1ccc(F)cc1,WWNAWZZZIRHUSD,0.0,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
O=C(C[C@@H]1C[C@H]2c3cc(NS(=O)(=O)c4ccc(F)cc4)ccc3O[C@H]2[C@H](CO)O1)NCc1ccc(Oc2ccccc2)cc1,BHEWHBNGLCOXBN,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
COc1ccc(S(=O)(=O)N2CCN(C(=O)c3cc(-c4ccc(Br)cc4)[nH]n3)CC2)cc1OC,RXXUHNKUUKIHHZ,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,1.0,0.0,0.0
COCC(=O)N(C)C[C@@H]1Oc2cc(-c3ccccc3F)ccc2S(=O)(=O)N([C@H](C)CO)C[C@@H]1C,YKCDBQLHOOFCLT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SC1=NC(c2ccccc2)=NCN1c1ccc(Br)cc1,YDFYWPBKXIXYRB,,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0,,0.0
CN(C)C(=O)C[C@H]1CC[C@H](NS(=O)(=O)c2ccccc2)[C@H](CO)O1,XITZEOXYAYTYOD,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
O=C(C[C@H]1C[C@H]2c3cc(NC(=O)C4CCC4)ccc3O[C@H]2[C@H](CO)O1)NCc1ccc(-c2ccccc2)cc1,DTKVBNZNKFXGOR,0.0,0.0,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C[C@H](CO)N1C[C@H](C)[C@@H](CN(C)Cc2ccccc2)Oc2ccc(NC(=O)Nc3ccccc3)cc2C1=O,HYMZOYYGWSDRHJ,0.0,1.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C[C@@H](NC(=O)C[C@@H]1C=C[C@@H](NC(=O)Nc2ccc3c(c2)OCO3)[C@H](CO)O1)c1ccccc1,UDMIDSQAUXVXMN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CCCNC(=O)Nc1ccc2c(c1)OC[C@H](C)N(CCC(F)(F)F)C[C@H](C)[C@H](OC)CN(C)C2=O,VNTQRTFIXZLISU,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,
C[C@H]1CN([C@@H](C)CO)C(=O)c2c(c3ccccc3n2C)-c2ccccc2CO[C@@H]1CN(C)S(=O)(=O)c1ccc(C#N)cc1,JOGVUONFALHXEE,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C[C@H]1CN([C@@H](C)CO)C(=O)c2cc(C#CC3CCCCC3)cnc2O[C@@H]1CN(C)Cc1cccnc1,NDPUBMYQFYUKKS,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
Cc1ccc(C(=O)NNc2ncnc3ccccc23)cc1,RSDGCYDAXDDFIL,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,0.0,1.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0
CCCC(=O)Nc1ccc2c(c1)C(=O)N(C)C[C@@H](OC)[C@H](C)CN(C(=O)c1ccncc1)[C@H](C)CO2,PWNDPCFAFIGLCA,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CNC[C@H]1OCCCC[C@@H](C)Oc2ccc(NS(C)(=O)=O)cc2C(=O)N([C@@H](C)CO)C[C@H]1C,GOTBAIXNEHVFNA,0.0,0.0,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
C[C@@H]1CN([C@@H](C)CO)C(=O)c2cccc(NC(=O)c3cnccn3)c2O[C@H]1CN(C)Cc1ccc(Cl)c(Cl)c1,KGMOSJADCSKDLW,0.0,1.0,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,0.0
CC(C)CC#Cc1ccc2c(c1)O[C@H](CN(C)C(=O)CC1CC1)[C@@H](C)CN([C@H](C)CO)S2(=O)=O,RFSJWOMDBGLSJS,0.0,0.0,,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
O=C(NCc1ccccn1)[C@@H]1[C@@H](CO)[C@@H]2Cn3c(ccc(/C=C/c4ccccc4)c3=O)[C@H]1N2CC1CC1,PXBRKQJFGKGCEB,,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,,0.0,,0.0
CCCC#Cc1cnc2c(c1)C(=O)N([C@H](C)CO)C[C@H](C)[C@H](CN(C)C(=O)Nc1cccc(F)c1)O2,QSIOMQGNLKPVMQ,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cc1ccc(S(=O)(=O)Nc2ccc3c(c2)C(=O)N([C@H](C)CO)C[C@H](C)[C@@H](CN(C)C)OCCCC[C@@H](C)O3)cc1,PRCUBQSECBZBSK,,0.0,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
COc1ccc(C#Cc2ccc3c(c2)O[C@@H](CN(C)C(=O)c2ccccn2)[C@@H](C)CN([C@@H](C)CO)S3(=O)=O)cc1,WYRLQFCCGHRJLO,0.0,0.0,,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
O=C(C[C@@H]1C=C[C@@H](NC(=O)Nc2ccccc2F)[C@@H](CO)O1)NCc1ccc(-c2ccccc2)cc1,CHMWYEVRTWMFCL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C[C@@H]1CN([C@H](C)CO)C(=O)c2cccc(NC(=O)C3CC3)c2O[C@H]1CN(C)Cc1ccc(C(=O)O)cc1,JIVQHRCMRGEILI,0.0,0.0,,0.0,0.0,1.0,,0.0,0.0,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
CC(=O)N1[C@@H]2Cn3c(ccc(C4=CCCCC4)c3=O)[C@H]1[C@@H](C(=O)N[C@@H](C)c1ccccc1)[C@@H]2CO,GHJDVSDORYSUSR,,0.0,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0
C[C@H](CO)N1C[C@H](C)[C@H](CN(C)CC2CCCCC2)Oc2c(NC(=O)Nc3ccc(F)cc3)cccc2C1=O,COSGGAMFLVSIQD,0.0,0.0,,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
O=C(C[C@H]1C[C@H]2c3cc(NC(=O)CC4CC4)ccc3O[C@H]2[C@@H](CO)O1)NCC(F)(F)F,PIWWRJKYNWMMLJ,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cc1noc(C)c1C(=O)N(C)C[C@@H]1OCc2ccccc2-c2c(n(C)c3ccccc23)C(=O)N([C@@H](C)CO)C[C@H]1C,LBGXIXNVJUEMSO,,0.0,0.0,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
O=C(C[C@H]1C=C[C@H](NC(=O)Cc2cccnc2)[C@H](CO)O1)Nc1ccccc1,XLYDKAUYLYXOHP,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,0.0
CC(/C=C/c1ccc(OCc2ccccc2)cc1)=NO,HDPQZESPJMVAAH,,,1.0,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,
C[C@H](CO)N1C[C@H](C)[C@H](CN(C)Cc2ccncc2)Oc2c(NC(=O)Nc3ccc(F)cc3)cccc2C1=O,VBGZKSFWINXWAF,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,0.0
C[C@H](CO)N1C[C@H](C)[C@H](CN(C)C(=O)NC2CCCCC2)Oc2cc(C#Cc3cccc(F)c3)ccc2S1(=O)=O,YAJYINBQFXCAPI,0.0,0.0,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CCCN(C)C[C@@H]1Oc2cc(C3=CCCCC3)ccc2S(=O)(=O)N([C@@H](C)CO)C[C@@H]1C,GQEOHDGNFBZEER,0.0,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
C[C@H]1CN([C@@H](C)CO)C(=O)c2cccc(NS(C)(=O)=O)c2O[C@@H]1CN(C)C,NGOQGDZIZPAXSN,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
C[C@@H]1CN([C@@H](C)CO)C(=O)c2cc(NC(=O)c3ccccc3)ccc2O[C@@H](C)CCCCO[C@@H]1CN(C)Cc1ccncc1,LFCBJIZGBQWHQM,,0.0,,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
COc1cccc(S(=O)(=O)N(C)C[C@H]2OCc3ccccc3-c3ccccc3C(=O)N([C@H](C)CO)C[C@@H]2C)c1,GTRXSASKUSVSHJ,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
N#C/C(C(=O)NCc1ccccc1)=C1/N=C(NC(=O)c2ccco2)c2ccccc21,ZKTDZLWZNGWASN,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,,,0.0,,0.0,,,,,1.0,0.0,0.0,0.0,0.0,0.0
O=C(NNC(=O)c1csc(-c2cccnc2)n1)c1ccccc1,IULXYATWZVFRIR,,0.0,0.0,0.0,0.0,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
O=C(Cc1ccccn1)NCC[C@@H]1CC[C@H](NC(=O)c2ccccc2F)[C@@H](CO)O1,CUFNDCCMTGJSBI,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
COc1ccccc1S(=O)(=O)N[C@@H]1C=C[C@H](CC(=O)N2CCCCC2)O[C@@H]1CO,LFPPDYCBOCBVHR,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
CCCN(C)C[C@@H]1OCCCC[C@@H](C)Oc2ccc(NC(=O)CCC(F)(F)F)cc2C(=O)N([C@@H](C)CO)C[C@@H]1C,ZWQRBFIYGZIGKO,,0.0,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
C[C@H](CO)N1C[C@H](C)[C@@H](CN(C)Cc2ccc(-c3ccccc3)cc2)Oc2ccc(NC(=O)c3ccncc3)cc2CC1=O,IQSVNIDGIMJPQN,1.0,1.0,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
C[C@@H]1CN([C@H](C)CO)C(=O)c2ccccc2-c2ccccc2CO[C@@H]1CN(C)Cc1cccc(O)c1,WRXJNAGTDQYTEO,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CN1C(=O)c2cc(NC(=O)c3cnccn3)ccc2OC[C@H]2O[C@@H](CC(=O)NCC3CCCCC3)CC[C@H]21,KUAQBUHJEIVZQC,,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0
O=C(N[C@@H]1CC[C@@H](CCNS(=O)(=O)Cc2ccccc2)O[C@H]1CO)c1cnccn1,JKKDNXFJBMMQFP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cc1ccc(C(=O)Nc2cccc3cccnc23)cc1C,ISAYRDBWTLRBCC,,0.0,0.0,,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,0.0,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
COC(=O)C[C@@H]1C[C@@H]2c3cc(NC(=O)Cc4ccncc4)ccc3O[C@@H]2[C@H](CO)O1,WSHDHBDWIVSZGZ,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
O=C(C[C@H]1C=C[C@@H](NS(=O)(=O)c2ccc(F)cc2)[C@@H](CO)O1)NC1CCCCC1,VZTWMEPVNSFWIB,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
O=C(Cc1ccccn1)N[C@H]1CC[C@H](CCNC(=O)c2cc(Cl)cc(Cl)c2)O[C@H]1CO,KCRDNBZRFZAOKR,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CCS(=O)(=O)Nc1ccc2c(c1)C(=O)N(C)C[C@H](OC)[C@@H](C)CN(C(C)=O)[C@@H](C)CO2,IQGWQEXQBGDRAI,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
